FOOD,STARTERS,NON VEG,LEMON CHICKEN,Arabian Hut,160 . 00,,
FOOD,STARTERS,NON VEG,CHICKEN 555,Arabian Hut,160 .00,,
FOOD,STARTERS,NON VEG,CHICKEN MAHARAJA,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,CHICKEN BULBULA,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,KERALA FRIED CHICKEN,Arabian Hut,160 .00,,
FOOD,STARTERS,NON VEG,CHICKEN ROAST,Arabian Hut,160 .00,,
FOOD,STARTERS,NON VEG,CASHEWNUT CHICKEN,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,RAYALASEEMA CHICKEN,Arabian Hut,160 .00,,
FOOD,STARTERS,NON VEG,GARLIC CHICKEN,Arabian Hut,150 .00,,
FOOD,STARTERS,NON VEG,CHICKEN LEAF,Arabian Hut,160. 00,,
FOOD,STARTERS,NON VEG,MUTTON 65,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,MUTTON MANCHURIAN,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,MUTTON MANGOLIA,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,MUTTON ROAST,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,MUTTON FRY,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,GARLIC MUTTON,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,PEPPER MUTTON,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,APPOLO FISH,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,PEPPER FISH,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,FISH MANCHURIAN,Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,PRAWNS MANCHURIAN,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,CHILLI PRAWNS,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,LOOSE PRAWNS,Arabian Hut,200 .00,,
FOOD,STARTERS,NON VEG,LEGS (3 PCS),Arabian Hut,180 .00,,
FOOD,STARTERS,NON VEG,WINGS (4 PCS),Arabian Hut,130 .00,,
FOOD,STARTERS,NON VEG,BONELESS SLICES (4 PCS),Arabian Hut,150 .00,,
FOOD,STARTERS,NON VEG,ARABIAN TANDOORI FULL,Arabian Hut,370 .00,,
FOOD,STARTERS,NON VEG,ARABIAN TANDOORI HALF,Arabian Hut,200. 00,,
